id,dublin_no,location,code,spaces,exact_location,installed,tariff,nearest_pad,op_hours,clearway,clearway_hours,comment,further_info,finished,extra_comment,zone,longitude,latitude,created_at,updated_at
274,513,Annesley Bridge Road,3,16 P&D + 1 DP (Total),At Fairview,04/05/2000,1.00,"Annesley Bridge Rd 359, Cadogan Rd 27, Fairview Strand 534, Fairview Ave Lwr 466",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.237006,53.362119,02/01/2012 22:45:00,NULL
275,516,Connaught Street,7,62 P&D / DP (Total),Number 24,04/05/2000,1.60,"Connaught St 45, Ulster St 518",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.274355,53.362836,02/01/2012 22:45:00,NULL
276,519,Munster Street,7,29 P&D / DP,No 36-37,04/05/2000,1.60,"Ulster St 518, Royse Rd 37",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.273411,53.363304,02/01/2012 22:45:00,NULL
277,521,Kirwan Street,7,23 P&D / DP,No 12-13,09/05/2000,1.60,3 on Manor St,Mon-Fri 08.00-18.30,FALSE,,,4 on Manor Street,TRUE,,Green,-6.282843,53.352741,02/01/2012 22:45:00,NULL
278,522,Stanhope Street,7,11 P&D / DP,Corner of Grangegorman Lwr,09/05/2000,1.60,"Brunswick St Nth 163, 641 (€2.00)",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.279951,53.352008,02/01/2012 22:45:00,NULL
279,523,Northbrook Avenue Lower,3,41 P&D / DP,Under The Bridge,,1.60,"Nottingham St 19, North Strand Rd 367, 510",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Green,-6.240829,53.358431,02/01/2012 22:45:00,NULL
280,525,Estate Cottages (Ballsbridge),4,9 P&D / DP,Junction Of Shelbourne Road / Outside Number 2,10/05/2000,2.90,"Shelbourne Rd 301, Merrion Rd 370",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Yellow,-6.231705,53.330424,02/01/2012 22:45:00,NULL
281,526,Morehampton Road,4,15 P&D + 44 DP (Total),At Number 34,10/05/2000,2.40,"Morehampton Rd 401, Bloomfield Ave 800",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.242651,53.326495,02/01/2012 22:45:00,NULL
282,529,Cathedral Street,1,2 P&D,Opposite Number 7 / At Trocaire,10/05/2000,2.90,"Marlborough St 115, 116, 117",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.259572,53.350541,02/01/2012 22:45:00,NULL
283,531,Clonskeagh Road,6 & 14,78 P&D / DP (Total),No 53,11/05/2000,1.00,"Clonskeagh Rd 590, 443",Mon-Fri 08.00-17.30,FALSE,,,,TRUE,,Orange,-6.237531,53.315678,02/01/2012 22:45:00,NULL
284,533,Hollybrook Road,3,52 P&D,No 51 Corner of Clontarf Rd,11/05/2000,1.00,Clontarf Road 832,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.218677,53.363147,02/01/2012 22:45:00,NULL
285,534,Fairview Strand,3,2 P&D,Opp no 12,12/05/2000,1.00,"Fairview Ave Lwr 466, Fairview 360, Annesley Bridge Rd 359, 513",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.235999,53.362839,02/01/2012 22:45:00,NULL
286,535,Eglinton Road,4,80 P&D / DP (Total),At Number 77,15/04/2002,2.40,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.24034,53.318536,02/01/2012 22:45:00,NULL
287,536,Morning Star Avenue,7,,Opposite Whitworth Hall,15/05/2000,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.275778,53.35163,02/01/2012 22:45:00,NULL
288,538,Simmonscourt Road,4,72 P&D / DP (Total),Near Entrance To RDS Showgrounds,18/05/2000,2.40,3 On Simmonscourt Rd,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.22689,53.325636,02/01/2012 22:45:00,NULL
289,539,Simmonscourt Road,4,72 P&D / DP (Total),Entrance to RDS showgrounds,18/05/2000,2.40,3 On Simmonscourt Rd,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.228876,53.324802,02/01/2012 22:45:00,NULL
290,540,Marino Mart,3,32 P&D / DP (Total),At Post Office,17/04/2002,1.00,"Marino Mart 361, Fairview 360",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.233076,53.364247,02/01/2012 22:45:00,NULL
291,541,Beechwood Park,2,30 P&D / DP,Off Dunville Avenue,,1.60,"Dunville Av 692, Annesley Pk 494, Killeen Rd 836",Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.257866,53.32132,02/01/2012 22:45:00,NULL
292,542,Leinster Road West,6,90 P&D / DP (Total),No 13,24/05/2000,1.60,"Harold's Cross Rd 729, Effra Rd 337, Leinster Rd W 750",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.278433,53.319987,02/01/2012 22:45:00,NULL
293,543,Greenmount Road,6,60 P&D / DP (Total),"Opposite Number 7, at 'Cremorne'",,1.00,Healthfield Rd 749,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.280033,53.309596,02/01/2012 22:45:00,NULL
294,544,Pearse Street,2,,Corner of Pearse Square,06/06/2000,2.40,"Pearse Sq 621, Pearse St 457, 857, Macken St 44, 300, Brunswick Place 169",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.242801,53.343034,02/01/2012 22:45:00,NULL
295,545,Cabra Road,7,18 P&D,Xtra-Vision,06/06/2000,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.284548,53.361172,02/01/2012 22:45:00,NULL
296,546,Anna Villa,6,75 P&D / DP (Total),Number 11,07/06/2000,1.60,"Mountainview Rd 686, Beechwood Rd 389, Anna Villa 612",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.251862,53.321451,02/01/2012 22:45:00,NULL
297,547,Glengarriff Parade,7,82 P&D / DP,Opp no 9 Corner of NCRd,07/06/2000,1.60,Innisfallen Parade 423,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.266034,53.36043,02/01/2012 22:45:00,NULL
298,548,Catherine Street,8,12 P&D / DP,Off Swift's Alley,21/06/2000,2.40,"Meath St 434, Carman's Hall 690, Ash St 648",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.277359,53.341198,02/01/2012 22:45:00,NULL
299,549,Rosemount Road,7,32 P&D / DP,At NCR Junction / At Side Of Number 284,21/06/2000,2.40,Nth Circular Rd 59,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.278915,53.359493,02/01/2012 22:45:00,NULL
300,550,Brighton Square,6,178 P&D / DP (Total),Opposite Number 35,15/04/2002,1.00,"Brighton Sq 146, 157, 456",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.280126,53.315487,02/01/2012 22:45:00,NULL
301,551,St. Patrick's Close,8,6 P&D / DP,Corner Of Kevin Street,06/07/2000,2.90,Bull Alley St 323,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.270558,53.338489,02/01/2012 22:45:00,NULL
302,552,Finglas Village,11,96 P&D (Total),"On Main Street, Opposite Falcon Travel",20/07/2000,0.60,4 In Finglas Village,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Blue,-6.300128,53.389604,02/01/2012 22:45:00,NULL
303,553,Finglas Vliiage,11,96 P&D (Total),"In The Car Park, Opposite Shamrock Lodge",20/07/2000,0.60,4 In Finglas Village,Mon-Sat 07.00-19.00,TRUE,,,,TRUE,,Blue,-6.299718,53.390084,02/01/2012 22:45:00,NULL
304,555,South Lotts Road,4,63 P&D / DP (Total),Near Sth Dock St,21/07/2000,2.40,"South Dock St 35, Hastings St 642, Penrose St 640, South Lotts Rd 637",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.231839,53.340569,02/01/2012 22:45:00,NULL
305,556,Fishamble Street,8,13 P&D (Total),Opp Civic Offices,24/07/2000,2.90,"Fishamble St 557, Castle St 497",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.269703,53.34445,02/01/2012 22:45:00,NULL
306,557,Fishamble Street,8,13 P&D (Total),Darkey Kellys Pub,18/08/2000,2.90,"Fishamble St 556, Castle St 497",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.26997,53.344007,02/01/2012 22:45:00,NULL
307,559,Finglas Village,11,96 P&D (Total),"On Seamus Ennis Road, At Superquinn",25/07/2000,0.60,4 In Finglas Village,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Blue,-6.299082,53.390209,02/01/2012 22:45:00,NULL
308,560,Blackberry Lane,6,11 P&D / DP,Corner of Rathmines Road Lower,25/07/2000,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.264734,53.328557,02/01/2012 22:45:00,NULL
309,561,Home Villas,4,15 P&D / DP,"At The Park, At The Northernmost Tip Of The Esatate",25/07/2000,2.40,"Mulberry Lane 677, Auburn Ave 485, Victoria Ave 487",Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Red,-6.235154,53.325075,02/01/2012 22:45:00,NULL
310,563,Blessington Street,7,49 P&D / DP (Total),Number 68,16/08/2000,2.40,Blessington St 250,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.266972,53.35644,02/01/2012 22:45:00,NULL
311,564,Finglas Village,11,96 P&D (Total),"In The Car Park, At Paddy Powers (Number 2/3)",16/08/2000,0.60,4 In Finglas Village,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Blue,-6.299236,53.390104,02/01/2012 22:45:00,NULL
312,565,Palmerston Road,6,112 P&D / DP (Total),Number 82,16/08/2000,1.60,"Killeen Rd 836, Palmerston Rd 736, Ormond Rd S 164",Mon-Fri 07.00-18.30,FALSE,,,,TRUE,,Green,-6.259481,53.320267,02/01/2012 22:45:00,NULL
313,567,Mount Argus (Harold's Cross),6,4 P&D,At Church Main Gate,,1.60,Harold's Cross Road 728,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.27995,53.324112,02/01/2012 22:45:00,NULL
314,568,St. Anne's Road South,8,24 P&D / DP,Junction of South Circular Road,05/09/2000,1.00,Dolphin Avenue 835,Mon-Sat 08.00-18.30,FALSE,,,,TRUE,,Orange,-6.285954,53.331962,02/01/2012 22:45:00,NULL
315,569,Conyngham Road,8,46 P&D + 12 DP (Total),At Parkgate (Sarsfields) Motors,12/09/2000,1.00,Conyngham Rd 731,Mon-Fri 10.00-16.00,TRUE,before10.00after16.00,,,TRUE,,Orange,-6.299121,53.348137,02/01/2012 22:45:00,NULL
316,570,Usher's Quay / Usher's Street,8,50 P&D / DP,At flats,12/09/2000,2.40,"Island St 763, 4 On Merchant's Quay",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.278494,53.345738,02/01/2012 22:45:00,NULL
317,571,Gardiner Street Upper,1,9 P&D,Near the church,13/09/2000,2.40,"Sherrard St 490, Synott Place 436",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.260216,53.358019,02/01/2012 22:45:00,NULL
318,573,Erne Street Lower,2,42 P&D / DP,At Worldcom,20/09/2000,2.40,"Lime St 3373, Pearse St 458, 544",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.244231,53.343856,02/01/2012 22:45:00,NULL
319,575,Leinster Road,6,208 P&D / DP (Total),No 101,06/10/2000,1.00,"Tivolie Ave 793, Leinster Rd W 750",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Green,-6.278055,53.321668,02/01/2012 22:45:00,NULL
320,576,Mayor Street Lower,1,54 P&D / DP (Total),Off Commons Street near Spar,06/10/2000,2.40,"Mayor St Lwr 577, 580, 581, Commons St 437, 574",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.244699,53.349395,02/01/2012 22:45:00,NULL
321,578,Drumcondra Road Upper,9,10 P&D (Total),"At Number 14, First Active Insurance",06/10/2000,1.00,Ormond Rd 159,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.254513,53.36923,02/01/2012 22:45:00,NULL
322,579,Temple Street North,1,34 P&D (Total),Belvedere College Car Park / Across From Machine 308,,2.40,"Temple St Nth 307, 308",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.261656,53.35617,02/01/2012 22:45:00,NULL
323,583,Cornmarket Street,8,7 P&D,MRCB,06/10/2000,2.90,Oliver Bond St 383,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.275452,53.34334,02/01/2012 22:45:00,NULL
324,584,Winton Avenue,6,66 P&D / DP,Off Rathgar Ave No 11,,1.00,"Wesey Rd 326, Garville Mews 713",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.274389,53.314391,02/01/2012 22:45:00,NULL
325,585,South Circular Road,8,10 P&D / DP (Total),At Number 599,,1.00,Emmet Rd 109,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.306576,53.339248,02/01/2012 22:45:00,NULL
326,586,South Circular Road,8,10 P&D / DP (Total),At Number 588,,1.00,"Mountshannon Rd 651, Brookfield Rd 667, Mayfield Rd 650",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.30068,53.33876,02/01/2012 22:45:00,NULL
327,589,Dufferin Avenue,8,73 P&D / DP,At South Circular Road / No 46,,1.60,"Washington St 38, Greenville Tce 34, St. Catherine's Ave 759",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.280243,53.332528,02/01/2012 22:45:00,NULL
328,590,Clonskeagh Road,6 & 14,78 P&D / DP (Total),No 5,11/10/2000,1.00,"Clonskeagh Rd 531, 443",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.237988,53.316422,02/01/2012 22:45:00,NULL
329,591,Rathfarnham Road,6 & 14,14 P&D,No 9,09/11/2000,1.00,"Beechlawn Way 733, Fergus Rd 125",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.283921,53.309243,02/01/2012 22:45:00,NULL
330,592,Hanover Street East,2,77 P&D / DP,At Townsend Street Junction,,2.40,"Windmill Lane 635, Creighton Street 422",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.246173,53.345133,02/01/2012 22:45:00,NULL
331,593,Bath Avenue,4,77 P&D / DP (Total),Corner of Shaw's Lane,20/11/2000,2.40,"Bath Ave 52, 594",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.23202,53.33723,02/01/2012 22:45:00,NULL
332,594,Bath Avenue,4,77 P&D / DP (Total),Opposite Number 83,,2.40,"Bath Ave 52, 593",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.228723,53.337535,02/01/2012 22:45:00,NULL
333,600,James' Street,8,22 P&D + 9 DP (Total),At Guinness,03/03/2001,1.60,"James' St 601, Echlin St 615",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.286693,53.343449,02/01/2012 22:45:00,NULL
334,601,James' Street,8,22 P&D + 9 DP (Total),Opposite Post Office,03/03/2001,1.60,"James' St 600, Echlin St 615",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.287291,53.343402,02/01/2012 22:45:00,NULL
335,602,Anglesea Road,4,105 P&D / DP (Total),North of W'side Ailesbury Drive,03/03/2001,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.230835,53.321291,02/01/2012 22:45:00,NULL
336,603,Leeson Park,6,104 P&D / DP (Total),Opposite Church,03/03/2001,2.90,"3 On Northbrook Rd, 4 On Dartmouth Rd",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.252739,53.329727,02/01/2012 22:45:00,NULL
337,604,Northbrook Road,6,120 P&D / DP (Total),At Number 3,03/03/2001,2.90,"Northbrook Rd 418, 653, Leeson Park 603, 4 On Dartmouth Rd",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.253686,53.329242,02/01/2012 22:45:00,NULL
338,605,Dartmouth Road,6,51 P&D / DP (Total),Opposite Dartmouth Square,03/03/2001,2.90,"Dartmouth Road 451 ,450, 227",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.253938,53.330207,02/01/2012 22:45:00,NULL
339,606,Sussex Road,4,9 P&D + 45 DP (Total),At Number 11,03/03/2001,2.90,"Sussex Road 410, 425, Leeson St Upr 225",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.25076,53.330439,02/01/2012 22:45:00,NULL
340,607,Grosvenor Place,6,89 P&D / DP (Total),At Number 13,03/03/2001,1.60,"Grosvenor Place 608, Effra Rd 337, Grosvenor Rd 325, 673, 674",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.27192,53.320793,02/01/2012 22:45:00,NULL
341,608,Grosvenor Place,6,89 P&D / DP (Total),Opposite Number 31,03/03/2001,1.60,"Grosvenor Place 607, Effra Rd 337, Leinster Rd 609",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.27293,53.321814,02/01/2012 22:45:00,NULL
342,609,Leinster Road,6,208 P&D / DP (Total),At Number 71,03/03/2001,1.60,"Grosvenor Sq 684, Leinster Rd 411, Grosvenor Place 608",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.273034,53.322707,02/01/2012 22:45:00,NULL
343,610,Leinster Road,6,208 P&D / DP (Total),At Number 153,03/03/2001,1.60,"Leinster Sq 412, Leinster Rd 411",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.268364,53.32371,02/01/2012 22:45:00,NULL
344,611,Ross Road,8,29 P&D / DP,At Number 6,03/03/2001,2.90,"Bride Rd 129, Werburgh St 247, Ship St Little 131",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.271361,53.341873,02/01/2012 22:45:00,NULL
345,612,Anna Villa,6,75 P&D / DP (Total),Nrth of W'side Beechwood Avenue,06/03/2001,1.60,"Ranelagh Rd 429 (€2.00), Anna Villa 546, Mountain View Rd 686",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.250365,53.323242,02/01/2012 22:45:00,NULL
346,613,Peter Row,8,14 P&D / DP,At Light-Stand 2,23/04/2002,2.90,"Peter St 372, Whitefriar Place 479",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.26675,53.339086,02/01/2012 22:45:00,NULL
347,614,Elm Park Terrace,6,8 P&D / DP,Mayfield Road,,1.00,"Rathmore Villas 665, Terenure Rd Nth 351, 799",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.283274,53.311101,02/01/2012 22:45:00,NULL
348,615,Echlin Street,8,11 P&D + 20 DP,Opposite Church,06/03/2001,1.60,"James' St 600, 601, Grand Canal Place 8",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.288463,53.343092,02/01/2012 22:45:00,NULL
349,616,Old Kilmainham,8,18 P&D / DP,At Number 31,06/03/2001,1.00,Mount Brown 617,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Orange,-6.304533,53.340801,02/01/2012 22:45:00,NULL
350,617,Mount Brown,8,6 P&D + 33 DP (Total),At No 80,06/03/2001,1.00,Old Kilmainham 616,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.302521,53.340799,02/01/2012 22:45:00,NULL
351,618,Mount Brown,8,6 P&D + 33 DP (Total),Between 25 & 26,06/03/2001,1.00,Mount Brown 619,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.298682,53.341445,02/01/2012 22:45:00,NULL
352,619,Mount Brown,8,6 P&D + 33 DP (Total),"At Apartments, Opp entrance to Ceannt Fort",06/03/2001,1.00,"Mount Brown  618, James' St 622 (€1.50)",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.296098,53.341858,02/01/2012 22:45:00,NULL
353,620,Avondale Road,7,20 P&D,Opposite Number 20,06/03/2001,1.60,"Monck Place 558, North Circular Rd 59",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.275941,53.359136,02/01/2012 22:45:00,NULL
354,621,Pearse Square,2,28 P&D / DP,Opposite Number 57,,2.40,"Pearse St 544, 839, Macken St 44, 300",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.241873,53.343008,02/01/2012 22:45:00,NULL
355,622,James' Street,8,22 P&D + 9 DP (Total),At 176 & Opposite entrance to St. James' Hospital,07/03/2001,1.00,Mount Brown 619 (€1.00),Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.294669,53.342295,02/01/2012 22:45:00,NULL
356,624,Grand Canal Street Upper,4,56 P&D / DP,Opposite Number 26,07/03/2001,2.90,Shelbourne Rd 654,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.235937,53.33773,02/01/2012 22:45:00,NULL
357,626,Grand Canal Quay,2,12 P&D,Opposite Malt House,07/03/2001,2.40,"Clanwilliam Terrace 438, Pearse St 839",Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Red,-6.239308,53.340799,02/01/2012 22:45:00,NULL
358,628,Barrow Street,4,85 P&D / DP (Total),Opposite Number 16,07/03/2001,2.40,Barrow St 627,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.236245,53.341483,02/01/2012 22:45:00,NULL
359,632,St. Patrick's Road,9,68 P&D / DP,Under Railway Bridge,08/03/2001,1.60,"St. Anne's Rd Nth 58, St. Alphonsus' Rd 452",Mon-Sun 07.00-24.00,FALSE,,,Disc parking,FALSE,,Green,-6.260695,53.363594,02/01/2012 22:45:00,NULL
360,633,St. Peter's Road (Phibsborough),7,60 P&D / DP,At Light-Stand 5,08/03/2001,1.60,"Cabra Park 670, 671",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.276764,53.362185,02/01/2012 22:45:00,NULL
361,635,Windmill Lane,2,37 P&D / DP,Junction Of Creighton Street,08/03/2001,2.40,"Creighton St 422, 2 On City Quay, Hanover St East 592",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.246277,53.34588,02/01/2012 22:45:00,NULL
362,636,Ringsend Road,4,23 P&D / DP,At Number 39,,2.40,"Ringsend Rd 681, Barrow St 628, Hastings St 642",Mon-Fri 8.00-18.30,FALSE,,,,FALSE,,Red,-6.233699,53.34175,02/01/2012 22:45:00,NULL
363,637,South Lotts Road,4,63 P&D / DP (Total),At ESB,12/03/2001,2.40,3 On South Lotts Rd,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.232524,53.339342,02/01/2012 22:45:00,NULL
364,638,Doris Street,4,39 P&D / DP,Junction Of South Lotts Road,12/03/2001,2.40,"3 On South Lotts Rd, Somerset St 639",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.23274,53.339975,02/01/2012 22:45:00,NULL
365,639,Somerset Street,4,20 P&D / DP,Opposite Number 1,12/03/2001,2.40,"Doris St 638, 3 On South Lotts Rd",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.23333,53.339515,02/01/2012 22:45:00,NULL
366,640,Penrose Street,4,48 P&D / DP,Junction Of South Lotts Road,12/03/2001,2.40,"3 On South Lotts Rd, Doris St 638",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.232661,53.340299,02/01/2012 22:45:00,NULL
367,641,Brunswick Street North,7,24 P&D / DP (Total),Opposite Kebry print,,2.40,Brunswick St N 163,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.27968,53.350518,02/01/2012 22:45:00,NULL
368,642,Hastings Street,4,41 P&D,At Number 7,12/03/2001,2.40,"3 On South Lotts Rd, South Dock St 35",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.231763,53.341203,02/01/2012 22:45:00,NULL
369,645,South Circular Road,8,17 P&D / DP,Outside number 448,12/03/2001,1.00,South Circular Rd 168,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.293018,53.33475,02/01/2012 22:45:00,NULL
370,646,Grosvenor Road,6,128 P&D / DP (Total),Opposite Number 34,03/04/2001,1.60,"Grosvenor Rd 673, 674, Leicester Ave 738",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.27063,53.317558,02/01/2012 22:45:00,NULL
371,647,New Bride Street,8,20 P&D / DP (Total),At Number 5,03/04/2001,2.90,"New Bride St 176, Camden Row 177, Long Lane 395, 2 On Kevin St",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Yellow,-6.269171,53.337138,02/01/2012 22:45:00,NULL
372,648,Ash Street,8,20 P&D / DP,Between Francis Street & Meath Street,03/04/2001,2.40,"Catherine St 548, Carman's Hall 690",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.277007,53.340446,02/01/2012 22:45:00,NULL
373,649,Gray Street,8,34 P&D / DP,At Reginald Street Grotto,03/04/2001,2.40,"The Coombe 48, Meath Place 492",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Red,-6.279256,53.340232,02/01/2012 22:45:00,NULL
374,650,Mayfield Road,8,17 P&D / DP,At South Circular Road,03/04/2001,1.00,"South Circular Rd 586, Mountshannon Rd 651",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.301839,53.338695,02/01/2012 22:45:00,NULL
375,651,Mountshannon Road,8,68 P&D / DP,"Opposite number 5, corner of SCR",03/04/2001,1.00,"Mayfieled Rd 650, South Cicrular Rd 586, Brookfield Rd 667",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.299699,53.338153,02/01/2012 22:45:00,NULL
376,652,Emmet Road,8,155 P&D / DP (Total),At One Euro Plaza & Junction Spa Road,04/04/2001,1.00,"Emmet Rd 244, Tyrconnel Rd 732",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.319589,53.339378,02/01/2012 22:45:00,NULL
377,653,Northbrook Road,6,120 P&D / DP (Total),Opposite Number 17,04/04/2001,2.90,"Northbrook Rd 418, 604, 4 On Dartmouth Rd",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.258237,53.328369,02/01/2012 22:45:00,NULL
378,654,Shelbourne Road,4,31 P&D + 34 DP (Total),At Number 8,04/04/2001,2.90,"Shelbourne Rd 289, Haddington Rd 72",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Yellow,-6.233935,53.336807,02/01/2012 22:45:00,NULL
379,655,Merrion Road,4,11 P&D / DP,At Number 180,05/04/2001,1.60,Merrion View Ave 130,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.21188,53.318607,02/01/2012 22:45:00,NULL
380,656,Lansdowne Road,4,49 P&D / DP (Total),Outside Number 53,05/04/2006,2.40,"Lansdowne Rd 223 (€2.50), Shelbourne Rd 658 (€2.50)",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.230706,53.333896,02/01/2012 22:45:00,NULL
381,658,Shelbourne Road,4,31 P&D + 34 DP (Total),At Number 234,05/04/2001,2.90,"Shelbourne Rd 290, 301, Lansdowne Rd 223, 657",Mon-Sat 08.00-16.00,TRUE,after 16.00,,,TRUE,,Yellow,-6.231537,53.333081,02/01/2012 22:45:00,NULL
382,659,Sydenham Road,4,25 P&D / DP,Opposite Merrion Hall,05/04/2001,2.40,Serpentine Ave 391,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Red,-6.225221,53.3277,02/01/2012 22:45:00,NULL
