id,dublin_no,location,code,spaces,exact_location,installed,tariff,nearest_pad,op_hours,clearway,clearway_hours,comment,further_info,finished,extra_comment,zone,longitude,latitude,created_at,updated_at
1,3,Hatch Street Upper,2,58 P&D (Total),Near College of Music,,2.90,6 On Hatch St Upr,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.261752,53.333963,02/01/2012 22:45:00,NULL
2,5,Hatch Street Upper,2,58 P&D (Total),Iveagh Gardens,,2.90,6 On Hatch St Upr,Mon-Sat 07.00-19.00,FALSE,,,Northside West of Earlsfort Tce,TRUE,,Yellow,-6.260484,53.334019,02/01/2012 22:45:00,NULL
3,6,Hatch Street Upper,2,58 P&D (Total),UCD,,2.90,6 On Hatch St Upr,Mon-Sat 07.00-19.00,FALSE,,,Northside West of Earlsfort Tce,TRUE,,Yellow,-6.259689,53.333968,02/01/2012 22:45:00,NULL
4,7,Lindsay Road,9,35 P&D / DP,Off Botanic Road,,1.60,Iona Road 158,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.271275,53.365855,02/01/2012 22:45:00,NULL
5,8,Grand Canal Place,8,27 P&D,Near Crane Street,,1.60,"Echlin St 615, Bellevue 66",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.28747,53.341726,02/01/2012 22:45:00,NULL
6,9,Collier's Avenue,6,24 P&D / DP,At Sandford Road,13/05/2002,1.00,"Woodstock Gardens 296 (€2.00), Anna Villa 546",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.249756,53.323081,02/01/2012 22:45:00,NULL
7,15,Ailesbury Road,4,169 P&D / DP (Total),At St. Anne's,,1.60,Ailesbury Grove 795,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.230097,53.319505,02/01/2012 22:45:00,NULL
8,18,Ailesbury Road,4,169 P&D / DP (Total),At Number 14,,1.60,"Ailesbury Rd 786, Merlyn Park 828, Merrion View Ave 130",Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.216475,53.320446,02/01/2012 22:45:00,NULL
9,19,Nottingham Street,3,55 P&D / DP,Off North Strand Road,13/04/2002,1.60,"Nth Strand Rd 367, 510, Northbrook Ave Lwr 523, Annesley Place 814",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.241276,53.358891,02/01/2012 22:45:00,NULL
10,20,St. Mary's Terrace (Arbour Hill),7,4 P&D + 4 DP,At Arbour Place,,1.60,None Nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.283247,53.350557,02/01/2012 22:45:00,NULL
11,23,North Circular Road,1,20 P&D / DP,At Summerhill Parade & Russell St,,2.40,Nth Circular Rd 160,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.250116,53.357475,02/01/2012 22:45:00,NULL
12,24,Charles' Street Great,1,76 P&D / DP,North Side West of Emmet Street,,2.40,"Emmet Street 873, 4 On Mountjoy Square",Mon-Sun 07.00-24.00,FALSE,,,N.Side West of Emmet St,TRUE,,Red,-6.254207,53.357192,02/01/2012 22:45:00,NULL
13,25,Prussia Street,7,10 P&D / DP,Opposite Joseph's Road,,1.60,St. Joseph's Rd 469,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.287127,53.354882,02/01/2012 22:45:00,NULL
14,26,Kenilworth Square West,6,71 P&D / DP,At Park,,1.60,4 At Kenilworth Square,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.277189,53.318538,02/01/2012 22:45:00,NULL
15,27,Cadogan Road,3,78 P&D / DP,Off Annesley Bridge Road,,1.00,"Annesley Bridge Rd 359, 513",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.238507,53.361435,02/01/2012 22:45:00,NULL
16,28,Tyrconnell Street,8,30 P&D / DP,Junction of Tyrconnel Road,,1.00,Tyrconnel Rd 732,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.323421,53.337743,02/01/2012 22:45:00,NULL
17,31,Raymond Street,8,68 P&D / DP,At No 25,,2.40,Clanbrassil Tce 773,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.276736,53.334021,02/01/2012 22:45:00,NULL
18,32,St. Alban's Road,8,44 P&D / DP,At South Circular Road,,1.60,Greenville Tce 34,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.277943,53.331881,02/01/2012 22:45:00,NULL
19,33,Estate Cottages,4,10 P&D + 22 DP,Junction Of Northumberland Road,13/05/2002,2.90,"Northumberland Rd 528, Percy Place 501",Mon-Sat 07.00-24.00,FALSE,,,E.Side Nth of Stephens Grn Sth,TRUE,,Yellow,-6.239662,53.337704,02/01/2012 22:45:00,NULL
20,34,Greenville Terrace,8,71 P&D / DP,At SPAR,,1.60,"St Alban's Rd 32, Washington St 38",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.278865,53.331694,02/01/2012 22:45:00,NULL
21,35,South Dock Street,4,84 P&D / DP,Opposite Number 64,,2.40,"3 On South Lotts Rd, Penrose St 640, Hastings St 642",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.23273,53.340642,02/01/2012 22:45:00,NULL
22,36,Kenilworth Square South,6,80 P&D / DP,At Park,,1.60,4 At Kenilworth Square,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.275799,53.3172,02/01/2012 22:45:00,NULL
23,37,Royse Road,7,28 P&D / DP,Off Phibsborough Road,,1.60,"Munster St 519, Leinster St Nth 662",Mon-Fri 07.00-24.00,FALSE,,,,FALSE,,Green,-6.272205,53.363008,02/01/2012 22:45:00,NULL
24,38,Washington Street,8,37 P&D / DP,Opposite No 12,,1.60,"Dufferin Ave 589, Greenville Tce 34",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.279593,53.33248,02/01/2012 22:45:00,NULL
25,39,Garville Road,6,36 P&D / DP,Opposite Number 144,,1.00,"Garville Ave 748, Garville Mews 713",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.271245,53.315731,02/01/2012 22:45:00,NULL
26,47,Greenmount Lane,12,11 P&D / DP,At Number 18,,1.60,None Nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.278455,53.328634,02/01/2012 22:45:00,NULL
27,48,The Coombe,8,16 P&D / DP,Near Reginald Street / At No 62,,1.60,Gray St 649,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.279323,53.339683,02/01/2012 22:45:00,NULL
28,49,St. Philomena's Road,11,17 P&D / DP,Off Finglas Road,09/05/2002,1.00,Prospect Avenue 661 (€1.50),Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.273128,53.367647,02/01/2012 22:45:00,NULL
29,51,Kenilworth Square East,6,84 P&D / DP,At Park,09/05/2002,1.60,4 At Kenilworth Square,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.274578,53.318284,02/01/2012 22:45:00,NULL
30,53,Rathmines Road Upper,6,43 P&D / DP (Total),Near junction York Rd,09/05/2002,1.60,"York Rd 742, Church Ave 562",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.264667,53.319286,02/01/2012 22:45:00,NULL
31,54,St. Joseph's Parade,7,16 P&D / DP,Off Dorset Street Lower,09/05/2002,2.40,Eccles St 409,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.26616,53.357323,02/01/2012 22:45:00,NULL
32,55,St. Brigid's Road (Artane),5,,Outside No. 48 St Brigid's Road,,0.60,,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Blue,-6.205195,53.381897,02/01/2012 22:45:00,NULL
33,56,St. Brigid's Road Lower,9,40 P&D / DP,At Whitworth Rd Junction,23/04/2002,1.60,St. Patrick's Road 632,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.262521,53.362598,02/01/2012 22:45:00,NULL
34,57,Collin's Avenue East,5,22 P&D,Opposite Number 66,22/04/2002,1.00,Kilbride Rd 145,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.210015,53.373046,02/01/2012 22:45:00,NULL
35,58,St. Anne's Road North,9,16 P&D + 16 DP,Off Drumcondra Rd.,29/04/2002,1.60,"Drumcondra Rd Lwr 837, 848, St. Patrick's Rd 632",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.258731,53.362966,02/01/2012 22:45:00,NULL
36,59,North Circular Road,7,4 P&D + 2 DP,o/s 296B North Circular Road,23/04/2002,2.40,"Avondale Avenue 925, Rosemount Rd 549",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.277012,53.36014,02/01/2012 22:45:00,NULL
37,63,Garville Avenue Upper,6,9 P&D,At Number 88,,1.00,"Brighton Sq 456, Brighton Rd 734",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.278294,53.315144,02/01/2012 22:45:00,NULL
38,64,Fairview Avenue Upper,3,27 P&D,At Green,,1.00,Fairview Ave Lwr 466,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.235049,53.365338,02/01/2012 22:45:00,NULL
39,65,Waterloo Lane,4,10 P&D / DP,At Number 29,,2.90,"Sussex Rd 425, Wellington Rd 294, Wellington Place 224",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Yellow,-6.246725,53.328658,02/01/2012 22:45:00,NULL
40,66,Bellevue (Coach Parking),8,,Guinness Brewery,,1.60,Grand Canal Place 8,COACHES ONLY 24 HRS,FALSE,,,,FALSE,,Green,-6.286043,53.341605,02/01/2012 22:45:00,NULL
41,68,Oakley Road,6,47 P&D / DP,Junction Of Dunville Avenue,16/04/2002,1.60,"Moyne Rd 470, Dunville Ave 692",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.256166,53.321611,02/01/2012 22:45:00,NULL
42,69,Wexford Street,2,14 P&D (Total),At Paddy Powers',,2.90,"Wexford St 86, 3 On Camden St",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.265792,53.337313,02/01/2012 22:45:00,NULL
43,70,Larch Grove,6,8 P&D / DP,Off Sandford Road,17/04/2002,2.40,None Nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.246402,53.321642,02/01/2012 22:45:00,NULL
44,71,Dartry Road,6,28 P&D / DP,At Dodder Walk,16/04/2002,1.00,None Nearby,Mon-Sun 07.00-21.00,FALSE,,,,FALSE,,Orange,-6.259641,53.308441,02/01/2012 22:45:00,NULL
45,73,Ardagh Road,12,38 P&D / DP,Off Crumlin Road,16/04/2002,1.00,None Nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.303208,53.328784,02/01/2012 22:45:00,NULL
46,74,Bow Lane West,8,26 P&D / DP,Opposite Number 4 & East of Bow Bridge,,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.295594,53.342812,02/01/2012 22:45:00,NULL
47,75,Langrishe Place,1,22 P&D / DP,Off Summerhill,17/04/2002,2.40,None Nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.256001,53.354698,02/01/2012 22:45:00,NULL
48,76,Sandymount Avenue,4,43 P&D / DP (Total),At Number 53,15/04/2002,1.00,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.218488,53.329228,02/01/2012 22:45:00,NULL
49,77,Camden Street,2,25 P&D (Total),At Number 11,,2.90,"3 On Camden St, 2 On Wexford St",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.265096,53.335698,02/01/2012 22:45:00,NULL
50,78,Camden Street,2,25 P&D (Total),At West Coast Coffee,,2.90,"3 On Camden St, 2 On Wexford St",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.265067,53.335247,02/01/2012 22:45:00,NULL
51,85,Prince's Street South,2,20 P&D / DP,At Number 3,,2.90,"Townsend St 284, 310, 500",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.25014,53.346746,02/01/2012 22:45:00,NULL
52,86,Wexford Street,2,14 P&D (Total),At VIP Taxi,,2.90,"Wexford St 69, 3 On Camden St, Montague St 257",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.265509,53.336919,02/01/2012 22:45:00,NULL
53,101,Golden Lane,8,30 P&D + 8 DP (Total),At flats,,2.90,"Bride St 484, Bull Alley St 323",Mon-Sat 07.00-19.00,FALSE,,,East corner with Golden Lane,TRUE,,Yellow,-6.268015,53.340659,02/01/2012 22:45:00,NULL
54,102,Golden Lane,8,30 P&D + 8 DP (Total),At flats,,2.90,"Bride St 484, Bull Alley St 323",Mon-Sat 07.00-19.00,FALSE,,,West corner with Golden Lane,TRUE,,Yellow,-6.268276,53.340599,02/01/2012 22:45:00,NULL
55,103,Edenvale Road,6,115 P&D / DP,At Church,,1.60,"Beechwood Rd 389, Albany Rd 142",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.252483,53.31883,02/01/2012 22:45:00,NULL
56,104,Inns Quay,7,32 P&D (Total),Liffey side,,2.90,"Inns Quay 105, 106",Mon-Sat 07.00-19.00,FALSE,,,S.Side East of Church St Bridge,TRUE,,Yellow,-6.273988,53.345576,02/01/2012 22:45:00,NULL
57,109,Emmet Road,8,155 P&D / DP (Total),No 10,,1.00,Emmet Rd 154,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.308426,53.340543,02/01/2012 22:45:00,NULL
58,113,Parkgate Street,8,13 P&D + 3 DP (Total),At Nancy's Pub,12/04/2002,1.00,"Parkgate St 135, Conyngham Rd 453",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.29406,53.348137,02/01/2012 22:45:00,NULL
59,117,Marlborough Street,1,26 P&D (Total),At Lifts & stairs Car Park,,2.90,"Marlborough St 115, 116, Cathal Brugha St 483",Mon-Sat 07.00-19.00,FALSE,,,E.Side Sth of Cathal Brugha St,TRUE,,Yellow,-6.258775,53.351749,02/01/2012 22:45:00,NULL
60,120,Deverell Place,1,10 P&D,Custom Hall,,2.90,"Gardiner St Lwr 119, 121",Mon-Sat 07.00-19.00,FALSE,,,N.Side West of Gardiner St,TRUE,,Yellow,-6.255396,53.351471,02/01/2012 22:45:00,NULL
61,124,Aughrim Street,7,70 P&D / DP (Total),Opposite Chiropodist,,1.60,"Aughrim St 433, St. Joseph's Rd 469",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.288223,53.353902,02/01/2012 22:45:00,NULL
62,125,Fergus Road,6,17 P&D / DP,Opposite Number 344,,1.00,"Beechlawn Way 733, Rathfarnham Rd 591",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.284348,53.308144,02/01/2012 22:45:00,NULL
63,127,Grattan Crescent,8,23 P&D (Total),Opposite Park,,1.00,Grattan Crescent 663,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.320149,53.34092,02/01/2012 22:45:00,NULL
64,128,Annadale Avenue,3,27 P&D / DP,Off Phillipsburgh Avenue,,1.00,None Nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.240134,53.36671,02/01/2012 22:45:00,NULL
65,129,Bride Road,8,18 P&D,Iveagh Baths,,2.90,"Bull Alley St 323, Ross Rd 611, Werburgh St 247",Mon-Sat 07.00-19.00,FALSE,,,N.Side West of Werburgh St,TRUE,,Yellow,-6.271372,53.341552,02/01/2012 22:45:00,NULL
66,130,Merrion View Avenue,4,25 P&D / DP,Opposite Number 1,,1.00,"Merrion Rd 665, Ailesbury Rd 786, 18",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.214653,53.319766,02/01/2012 22:45:00,NULL
67,131,Ship Street Little,8,4 P&D,Off Werburgh Street,,2.90,"Werburgh St 247, Ross Rd 611",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.268884,53.342355,02/01/2012 22:45:00,NULL
68,132,Dillon Place South,8,9 P&D,Off John Dillon St,,2.90,"John Dillon St 327, 699",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Yellow,-6.273014,53.341031,02/01/2012 22:45:00,NULL
69,133,Richmond Hill,6,14 P&D / DP,Opposite Military Rd,,2.40,"Mountpleasant Square 432, Mountpleasant Ave Lwr 797",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.262455,53.327163,02/01/2012 22:45:00,NULL
70,134,Victoria Quay,8,10 P&D,West Of Watling Street Bridge,,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.2854,53.346504,02/01/2012 22:45:00,NULL
71,135,Parkgate Street,8,13 P&D + 3 DP (Total),Opposite Cowan's Motors,,1.00,Parkgate St 113,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.293873,53.348005,02/01/2012 22:45:00,NULL
72,139,Hatch Street Lower,2,49 P&D + 3 DP (Total),No 25,,2.90,5 On Hatch St Lwr,Mon-Sat 07.00-19.00,FALSE,,,S.Side West of Leeson St,TRUE,,Yellow,-6.256714,53.333858,02/01/2012 22:45:00,NULL
73,141,Albert Place East,2,24 P&D / DP,Off Grand Canal Street,,2.90,"Grand Canal St Lwr 3461, 3472",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Yellow,-6.242345,53.339761,02/01/2012 22:45:00,NULL
74,142,Albany Road (Rathmines),6,78 P&D / DP,Opposite Park,,1.60,"Mountain View Rd 687, Edenvale Rd 103",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.252168,53.31839,02/01/2012 22:45:00,NULL
75,144,Royal Canal Bank,7,58 P&D / DP,At Number 1,,1.60,None Nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.271167,53.361286,02/01/2012 22:45:00,NULL
76,145,Kilbride Road,5,45 P&D / DP,"Off Collins Avenue, Killester",,1.00,Collin's Avenue East 57,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.207672,53.373133,02/01/2012 22:45:00,NULL
77,146,Brighton Square,6,178 P&D / DP (Total),At ERCO,,1.00,"Brighton Sq 550, Terenure Rd Nth 499",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.280248,53.316681,02/01/2012 22:45:00,NULL
78,153,Viking Place,7,18 P&D / DP,Opposite Number 11,,1.60,"Ard Rí Rd 827, Sitric Rd 877",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.284818,53.350161,02/01/2012 22:45:00,NULL
79,154,Emmet Road,8,155 P&D / DP (Total),No 13 / West of N'side SCR,11/12/1998,1.00,Emmet Rd 109,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.309926,53.340684,02/01/2012 22:45:00,NULL
80,155,Killester Avenue,5,17 P&D / DP,At Number 44,,1.00,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.209511,53.375277,02/01/2012 22:45:00,NULL
81,157,Brighton Square,6,178 P&D / DP (Total),At Number 52,15/04/2002,1.00,"Brighton Sq 456, 550",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.281752,53.314678,02/01/2012 22:45:00,NULL
82,158,Iona Road,9,14 P&D / DP,Junction Of Botanic Road,,1.60,Lindsay Rd 7,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.270772,53.36671,02/01/2012 22:45:00,NULL
83,159,Ormond Road,9,31 P&D / DP,At Drumcondra Rd Upr Junction,,1.00,"Drumcondra Rd Upr 578, 723",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.253541,53.370582,02/01/2012 22:45:00,NULL
84,160,North Circular Road,1,20 P&D / DP,At Summerhill Parade and Russell St,,2.40,"Nth Circular Rd 23, Charles' St West 24",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.252827,53.358113,02/01/2012 22:45:00,NULL
85,161,Frankfort Avenue,6,96 P&D / DP,At Number 75,,1.00,Leicester Ave 738,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.268938,53.316567,02/01/2012 22:45:00,NULL
86,162,Victoria Road,6,67 P&D / DP,Junction of Zion Road,,1.00,Herzog Pk 21,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.274149,53.309066,02/01/2012 22:45:00,NULL
87,163,Brunswick Street North,7,24 P&D / DP (Total),At Boys' School,,2.40,Brunswick St N 641,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.27901,53.350482,02/01/2012 22:45:00,NULL
88,164,Ormond Road South,6,96 P&D / DP,House Number 2,,1.60,"Moyne Rd 672, Palmerston Rd 565, 736",Mon-Sat 08.00-18.30,FALSE,,,,FALSE,,Green,-6.258435,53.31841,02/01/2012 22:45:00,NULL
89,165,St. Agnes' Road,12,19 P&D,At Car Park Opposite AIB Crumlin,25/04/2002,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.316975,53.316525,02/01/2012 22:45:00,NULL
90,166,Rathgar Road,6,6 P&D,At Number 9,25/04/2002,1.00,"Charleville Rd 428, Grosvenor Rd 325",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.267807,53.320887,02/01/2012 22:45:00,NULL
91,167,Terenure Road East,6,7 P&D,Opposite AIB,25/04/2002,1.00,"Brighton Rd 735, Herzog Pk 21",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.275152,53.311889,02/01/2012 22:45:00,NULL
92,168,South Circular Road,8,22 P&D,"Rialto end, outside shops",,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.296742,53.335794,02/01/2012 22:45:00,NULL
93,169,Brunswick Place,2,10 P&D,Off Pearse Street,25/04/2002,2.40,"Hogan Place 820, Pearse St 857, Erne Street Upper 634",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.243911,53.342463,02/01/2012 22:45:00,NULL
94,174,Grantham Street,8,6 P&D + 45 DP (Total),At Heytesbury Street / No 72,,2.90,"Grantham St 270, 2 On Heytesbury St, Synge St 179",Mon-Sun 07.00-24.00,FALSE,,DP Mon-Sat,S.Side at Heytesbury St,TRUE,,Yellow,-6.268388,53.333957,02/01/2012 22:45:00,NULL
95,176,New Bride Street,8,20 P&D / DP (Total),No 20,,2.90,"New Bride St 647, Camden Row 177, Long Lane 395",Mon-Sun 07.00-24.00,FALSE,,,W.Side Nth of Long Lane,TRUE,,Yellow,-6.26904,53.336388,02/01/2012 22:45:00,NULL
96,178,Victoria Street,8,80 P&D / DP,No 37,,2.40,"3 On Lennox St, Stamer St 172",Mon-Sun 07.00-24.00,FALSE,,,E.Side Nth of Florence St,TRUE,,Red,-6.269964,53.331261,02/01/2012 22:45:00,NULL
97,181,Wellington Road,4,126 P&D / DP (Total),No 1A,,2.90,4 On Pembroke Rd,Mon-Fri 08.00-18.30,FALSE,,Mon - Fri,,TRUE,,Yellow,-6.240824,53.331698,02/01/2012 22:45:00,NULL
98,182,Wellington Road,4,126 P&D / DP (Total),No 83,,2.90,"3 On Clyde Road, Waterloo Rd 294",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.241848,53.328619,02/01/2012 22:45:00,NULL
99,195,Eccles Street,7,36 P&D + 16 DP (Total),"Number 30, Entrance to public hospital",12/09/1998,2.40,"Eccles St 409, 703",Mon-Sat 07.00-19.00,FALSE,,,N.Side Opp Nelson St,TRUE,,Red,-6.267022,53.358524,02/01/2012 22:45:00,NULL
100,219,Charlemont Street,2,27 P&D + 3 DP (Total),No 64,,2.90,"Charlemont St 84, Charlemont Place 413, Charlemont Mall 126",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.261058,53.331197,02/01/2012 22:45:00,NULL
101,222,Fontenoy Street,7,77 P&D,Off Dorset Street near Black Church,12/01/1999,2.40,"St. Mary's Place Nth 272, 273",Mon-Sun 07.00-24.00,FALSE,,DP Mon-Sat,West of Mountjoy St,TRUE,,Red,-6.268506,53.355416,02/01/2012 22:45:00,NULL
102,223,Lansdowne Road,4,49 P&D / DP (Total),No 42,12/01/1999,2.90,"Lansdowne Rd 657, Shelbourne Rd 658",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.232406,53.333768,02/01/2012 22:45:00,NULL
103,224,Wellington Place,4,48 P&D / DP,No 29,,2.90,"Wellington Rd 182, Waterloo Rd 294, Waterloo Lane 65, 3 On Clyde Rd",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.243727,53.327936,02/01/2012 22:45:00,NULL
104,226,Burlington Road,4,144 P&D / DP (Total),Ark Life Assurance,,2.90,5 On Burlington Rd,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.245628,53.331631,02/01/2012 22:45:00,NULL
105,227,Dartmouth Road,6,51 P&D / DP (Total),Opp no 67,,2.90,"Dartmouth Road 451, 450, 605",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.256164,53.329854,02/01/2012 22:45:00,NULL
106,228,Charlemont Mall,2,70 P&D / DP (Total),At Light-Stand 12,17/04/2001,2.40,Charlemont Mall Charlemont Mall 126 (€2.90),Mon-Fri  08.00-18.30,FALSE,,,replaced met.668  03/03/2010,TRUE,,Red,-6.263337,53.330308,02/01/2012 22:45:00,NULL
107,231,Cook Street,8,12 P&D + 29 DP,At church,,2.90,"High St 352, 4 On Merchant's Quay",Mon-Sat 07.00-19.00,FALSE,,,N.Side opposite School House Lane,TRUE,,Yellow,-6.272774,53.344255,02/01/2012 22:45:00,NULL
108,233,Arran Street East,7,5 P&D + 12 DP,Opposite Number 3,,2.90,5 On Ormond Quay Upr,Mon-Sat 07.00-19.00,FALSE,,,W.Side = south of Ormond Square,TRUE,,Yellow,-6.270049,53.346285,02/01/2012 22:45:00,NULL
109,235,Harcourt Terrace,2,33 P&D / DP,Opposite Number 19,,2.90,6 On Adelaide Road,Mon-Sat 07.00-19.00,FALSE,,DP Mon-Sat,W.Side = South of Adelaide Rd,TRUE,,Yellow,-6.257816,53.332036,02/01/2012 22:45:00,NULL
110,237,Holles Street,2,10 P&D,At Holles Row,,2.90,"5 On Fenian St, Hogan Place 820",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Yellow,-6.245703,53.340715,02/01/2012 22:45:00,NULL
111,238,Percy Place,4,121 P&D / DP (Total),No 49-51,,2.90,"Percy Place 375, 501, Mount St Crescent 2990",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.241951,53.336108,02/01/2012 22:45:00,NULL
112,241,Macken Street,2,20 P&D + 120 DP (Total),Corner of Hogan Ave,,2.40,"Macken St 300, Pearse Sq 621, Pearse St 839",Mon-Fri 08.00-18.30,FALSE,,P&D Mon - Fri,,TRUE,,Red,-6.24161,53.34102,02/01/2012 22:45:00,NULL
113,243,Eglinton Terrace,4,42 P&D / DP,Junction of Donnybrook Road,,2.40,"Donnybrook Rd 350, Pembroke Cottages 486",Mon-Sun 07.00-24.00,FALSE,,P&D Mon - Fri,,TRUE,,Red,-6.234755,53.321286,02/01/2012 22:45:00,NULL
114,244,Emmet Road,8,155 P&D / DP (Total),East of S'side St Vincent Street,,1.00,Emmet Rd 652,Mon-Sat 07.00-19.00,FALSE,,P&D Mon - Fri,,TRUE,,Orange,-6.318334,53.339719,02/01/2012 22:45:00,NULL
